"O","H","L","C","V","T","BV","market"
11415,11500,11333.20000003,11471.55,42.75732531,"2018-03-03T23:00:00",489166.39299914,"USDT-BTC"
11475.408,11487.6303787,11295.17229439,11350,77.32353005,"2018-03-04T00:00:00",881536.44458687,"USDT-BTC"
11350,11420,11308.17500061,11400,68.33125355,"2018-03-04T01:00:00",777467.61956143,"USDT-BTC"
11406.30148087,11420,11301,11310.6161692,53.93659893,"2018-03-04T02:00:00",611897.63055258,"USDT-BTC"
11310.61616797,11320,11170,11181.5256,201.72430488,"2018-03-04T03:00:00",2261506.56108165,"USDT-BTC"
11181.5256,11233.05498,11124.7465191,11210.48,107.74236032,"2018-03-04T04:00:00",1204569.12127865,"USDT-BTC"
11220.20019,11233.05498,11148.39661395,11200.0004,48.67329274,"2018-03-04T05:00:00",544969.89931777,"USDT-BTC"
11200,11225.71811592,11111.53000001,11112,91.79528945,"2018-03-04T06:00:00",1024653.91133699,"USDT-BTC"
11111.53000001,11191.98999997,11051.00000001,11117.7760001,89.56827942,"2018-03-04T07:00:00",993604.49305075,"USDT-BTC"
11110,11232.99999999,11106.77105353,11230,54.97249372,"2018-03-04T08:00:00",615127.83055558,"USDT-BTC"
11230,11248,11200.57929559,11238,43.39239051,"2018-03-04T09:00:00",487445.04773587,"USDT-BTC"
11238,11248,11105,11151,53.82200312,"2018-03-04T10:00:00",603189.37814282,"USDT-BTC"
11199.98999999,11199.98999999,11116.75751073,11164.9,37.86158715,"2018-03-04T11:00:00",422255.1569138,"USDT-BTC"
11180,11245,11138.00100005,11236.0000001,41.68995901,"2018-03-04T12:00:00",466747.75905937,"USDT-BTC"
11236.0000001,11248.22385,11178,11219.01,30.43003725,"2018-03-04T13:00:00",341163.85150676,"USDT-BTC"
11219.01,11220.51,11130,11135,49.3880275,"2018-03-04T14:00:00",551725.52721121,"USDT-BTC"
11135,11162,11076,11135.72,69.7522995,"2018-03-04T15:00:00",774821.32722398,"USDT-BTC"
11135.5,11220,11125.43652856,11146.9,46.85750478,"2018-03-04T16:00:00",523368.30029438,"USDT-BTC"
11146.9,11148,11120,11130.00000001,24.66591571,"2018-03-04T17:00:00",274677.16448052,"USDT-BTC"
11130,11400,11120,11360.8,123.90675494,"2018-03-04T18:00:00",1399489.81219198,"USDT-BTC"
11360,11425,11334,11400.02280009,71.76449823,"2018-03-04T19:00:00",816252.45826597,"USDT-BTC"
11400.02280009,11499,11380,11499,112.00584844,"2018-03-04T20:00:00",1282827.98756889,"USDT-BTC"
11499,11499,11376.17,11396.35900625,57.39713041,"2018-03-04T21:00:00",657292.40031848,"USDT-BTC"
11380.88881012,11458,11375.35900625,11438,34.57389447,"2018-03-04T22:00:00",394650.20964755,"USDT-BTC"
11444,11522,11416.6375,11520,86.5589929,"2018-03-04T23:00:00",994305.60425653,"USDT-BTC"
11522,11522,11430.11,11484,44.82588067,"2018-03-05T00:00:00",514106.99193794,"USDT-BTC"
11484,11598.00000008,11385,11514.99999987,153.15883733,"2018-03-05T01:00:00",1756710.4627644,"USDT-BTC"
11514.99999985,11567.1,11443.82522503,11567.1,26.18890909,"2018-03-05T02:00:00",301800.41503918,"USDT-BTC"
11567.1,11590.4360478,11460.596835,11558.51927158,73.92790936,"2018-03-05T03:00:00",853289.81036435,"USDT-BTC"
11574,11621,11512.61737342,11512.61737342,82.35603384,"2018-03-05T04:00:00",953165.35514328,"USDT-BTC"
11512.61737343,11550.39000021,11447.68000001,11520.69999,71.55119306,"2018-03-05T05:00:00",823412.67060423,"USDT-BTC"
11520.79999,11543.1005007,11500,11535.43000001,35.23780844,"2018-03-05T06:00:00",406272.61700963,"USDT-BTC"
11541.96822132,11571.0135,11507.8,11507.8,68.13316687,"2018-03-05T07:00:00",786527.72670302,"USDT-BTC"
11507.53,11557.310214,11426.976,11428,171.70237904,"2018-03-05T08:00:00",1973739.67387584,"USDT-BTC"
11426.98000002,11499,11426.98000002,11475,37.22631625,"2018-03-05T09:00:00",426646.23773164,"USDT-BTC"
11475.00000001,11529.98999999,11436.3,11529.98999999,61.33660153,"2018-03-05T10:00:00",703395.51103195,"USDT-BTC"
11510.3,11525.7465525,11459,11507.6143813,52.99004273,"2018-03-05T11:00:00",609209.79163764,"USDT-BTC"
11505,11575.999,11479,11540,94.41758457,"2018-03-05T12:00:00",1089277.08978933,"USDT-BTC"
11540,11554.263,11498,11505,50.13513881,"2018-03-05T13:00:00",577142.65584093,"USDT-BTC"
11504.00000123,11550,11450.9,11494.2766,127.65107542,"2018-03-05T14:00:00",1467214.96485399,"USDT-BTC"
11494.2765,11535,11459.79408009,11501,59.59287861,"2018-03-05T15:00:00",685562.85300561,"USDT-BTC"
11513.999,11555,11500,11523,36.03589971,"2018-03-05T16:00:00",415155.30902112,"USDT-BTC"
11523,11563.89167223,11490.00000002,11500.00000003,42.96102378,"2018-03-05T17:00:00",495628.20897714,"USDT-BTC"
11500.00000003,11674,11478.55,11652.00000003,112.13222739,"2018-03-05T18:00:00",1297202.16593866,"USDT-BTC"
11652.00000003,11686.00000001,11650.89622149,11660.00000033,113.99476297,"2018-03-05T19:00:00",1331057.68225232,"USDT-BTC"
11660.00000033,11714.05498,11563,11620,202.21116167,"2018-03-05T20:00:00",2361153.81712293,"USDT-BTC"
11600,11649.99999999,11520,11614.99999999,57.54209671,"2018-03-05T21:00:00",666658.01544501,"USDT-BTC"
11614.99999999,11662.99999999,11555,11624.99994994,94.94838687,"2018-03-05T22:00:00",1105373.06255675,"USDT-BTC"
11619.81,11648.99999999,11485,11485,63.44552006,"2018-03-05T23:00:00",734502.51422864,"USDT-BTC"
11485,11486.85237433,11250.1,11320.66060497,330.70424577,"2018-03-06T00:00:00",3759886.31299721,"USDT-BTC"
11320.66060496,11325.29475,11210.78,11325.29475,209.9767006,"2018-03-06T01:00:00",2364117.29921549,"USDT-BTC"
11324,11345,11230,11280,54.10554427,"2018-03-06T02:00:00",609646.61148165,"USDT-BTC"
11275.5,11317.39,11214,11255,52.71649954,"2018-03-06T03:00:00",592999.29144877,"USDT-BTC"
11294,11363.99999989,11255,11302.99999989,59.09337781,"2018-03-06T04:00:00",669488.104689,"USDT-BTC"
11302,11357.49999989,11276.71200001,11354.99999997,37.10988079,"2018-03-06T05:00:00",419998.0322157,"USDT-BTC"
11325,11357.49999998,11286.4,11330,84.79032204,"2018-03-06T06:00:00",960637.27773711,"USDT-BTC"
11330,11345.99999998,11250,11299.99999999,101.16259362,"2018-03-06T07:00:00",1142406.58596938,"USDT-BTC"
11300,11335.99999997,11285,11296,39.67421012,"2018-03-06T08:00:00",448507.86240754,"USDT-BTC"
11296,11349.99999997,11261,11261,59.11311806,"2018-03-06T09:00:00",669125.43650464,"USDT-BTC"
11258,11309.99999999,10855,10938.40948242,802.9989764,"2018-03-06T10:00:00",8873836.60228292,"USDT-BTC"
10949.3656,10987,10849.365,10945,180.49578193,"2018-03-06T11:00:00",1971061.87082831,"USDT-BTC"
10945,11002.00000003,10870,10916,133.08004807,"2018-03-06T12:00:00",1455346.94176772,"USDT-BTC"
10916,10916,10800,10810.99999999,168.3153247,"2018-03-06T13:00:00",1824021.86829623,"USDT-BTC"
10810.99999999,10999.99999999,10800,10990,170.36106971,"2018-03-06T14:00:00",1858244.80092134,"USDT-BTC"
10962,11030,10954.44,10970.00000001,115.46833844,"2018-03-06T15:00:00",1270482.82022634,"USDT-BTC"
10998.99999999,10998.99999999,10886.78360094,10979.7127854,110.59480661,"2018-03-06T16:00:00",1209028.05373863,"USDT-BTC"
10922.45605094,10979.12099998,10715,10750,187.82202728,"2018-03-06T17:00:00",2025527.76882771,"USDT-BTC"
10750,10885.95534897,10700,10732.0100002,133.1693767,"2018-03-06T18:00:00",1433877.44082159,"USDT-BTC"
10718.5075001,10749.99999999,10550,10687.8,304.55925149,"2018-03-06T19:00:00",3240947.43462242,"USDT-BTC"
10687.8,10710,10566,10625,115.90108393,"2018-03-06T20:00:00",1232511.779409,"USDT-BTC"
10645,10814.32187406,10623,10803,125.0570842,"2018-03-06T21:00:00",1344707.93467109,"USDT-BTC"
10802.5,10825.595,10701.35056602,10808.87391683,61.57995623,"2018-03-06T22:00:00",662730.73817267,"USDT-BTC"
10805.87391679,10808.87391684,10592.888,10731,77.83571319,"2018-03-06T23:00:00",832695.89921235,"USDT-BTC"
10731,10885.02615387,10720,10869.00000001,81.8910136,"2018-03-07T00:00:00",887224.04200295,"USDT-BTC"
10869.00000001,10910.5,10788.5803535,10910.5,53.09495841,"2018-03-07T01:00:00",575692.37856728,"USDT-BTC"
10910.49999999,10910.5,10699.23708035,10775.2,26.92094897,"2018-03-07T02:00:00",290421.68460481,"USDT-BTC"
10775.2,10775.2,10648,10750,68.72311773,"2018-03-07T03:00:00",734974.70519159,"USDT-BTC"
10750.73634,10827.67941254,10671.24000003,10817.81361659,66.38173456,"2018-03-07T04:00:00",714058.49926705,"USDT-BTC"
10817.81361659,10817.81361659,10600,10673.5,109.60191445,"2018-03-07T05:00:00",1173699.77414689,"USDT-BTC"
10658.1,10674.99999999,10500.00000001,10500.01,171.42367458,"2018-03-07T06:00:00",1810256.39946451,"USDT-BTC"
10500.01,10559.99999998,10450,10547.35743,171.20603032,"2018-03-07T07:00:00",1795160.75806701,"USDT-BTC"
10520.2064,10633.09094877,10520.2064,10569.99999997,157.93505193,"2018-03-07T08:00:00",1670859.8130641,"USDT-BTC"
10570,10570,10450,10477.51,109.59063404,"2018-03-07T09:00:00",1148994.05452763,"USDT-BTC"
10465.90660499,10561.31686506,10465.90660499,10498.21,93.13574371,"2018-03-07T10:00:00",980045.53728339,"USDT-BTC"
10500,10634.82945241,10478,10630,97.98701883,"2018-03-07T11:00:00",1038293.7831918,"USDT-BTC"
10630,10693,10577,10600.00000002,117.77602151,"2018-03-07T12:00:00",1252867.19742591,"USDT-BTC"
10600.00000001,10671.29989992,10526,10527,97.25108729,"2018-03-07T13:00:00",1031640.27677953,"USDT-BTC"
10530,10720,10527.0000001,10715,90.38662828,"2018-03-07T14:00:00",961134.64206737,"USDT-BTC"
10715,10760,10597.01487967,10650,191.47063497,"2018-03-07T15:00:00",2045375.92715755,"USDT-BTC"
10650,10700,9878,9930,1541.89588218,"2018-03-07T16:00:00",15750296.24074479,"USDT-BTC"
9928.20657726,10100,9405,9764.6981588,1667.86021216,"2018-03-07T17:00:00",16239496.81944517,"USDT-BTC"
9754.90407841,9975,9650,9682.52825466,680.8879636,"2018-03-07T18:00:00",6681627.17133851,"USDT-BTC"
9700,9874.558,9602.00000002,9874.558,387.26879396,"2018-03-07T19:00:00",3754874.87737793,"USDT-BTC"
9874.558,9874.558,9708.54538928,9760.5,424.95960931,"2018-03-07T20:00:00",4163792.2016042,"USDT-BTC"
9787.947798,10090,9760.50000009,9965,273.17095962,"2018-03-07T21:00:00",2713584.86937852,"USDT-BTC"
9965,10130,9878.45466191,9878.45466192,302.60317964,"2018-03-07T22:00:00",3039620.70985679,"USDT-BTC"
9910,9977.41990865,9700,9880,189.99928689,"2018-03-07T23:00:00",1874146.04084664,"USDT-BTC"
9886.99999998,10065,9850,9917,163.30531244,"2018-03-08T00:00:00",1628311.63660032,"USDT-BTC"
9945,10049.99,9794.34877263,9841.2830714,147.35914587,"2018-03-08T01:00:00",1461248.87099308,"USDT-BTC"
9841.2830714,9870,9515,9610.95986394,289.34563138,"2018-03-08T02:00:00",2791869.78474458,"USDT-BTC"
9610.95986394,9678.86913136,9511,9564.585,124.0103546,"2018-03-08T03:00:00",1192957.10033594,"USDT-BTC"
9564.585,9755.06798467,9525,9737.00000002,182.17414517,"2018-03-08T04:00:00",1754827.58767983,"USDT-BTC"
9754.99999985,9815,9650,9788.00000001,94.73495013,"2018-03-08T05:00:00",923099.24873397,"USDT-BTC"
9788.00000001,9858.71680879,9710,9720.87034,74.86921802,"2018-03-08T06:00:00",731711.33944841,"USDT-BTC"
9738.99762167,9988.00000999,9696.4052849,9975.0084,140.42823211,"2018-03-08T07:00:00",1386447.90993859,"USDT-BTC"
9956,9988,9817.07202,9889.46546546,94.77178438,"2018-03-08T08:00:00",938952.68874182,"USDT-BTC"
9889.46546546,10100,9864.18849418,10068.10000001,126.92218107,"2018-03-08T09:00:00",1271422.58096524,"USDT-BTC"
10069.013,10097,9929.123,9972.62,76.50130506,"2018-03-08T10:00:00",766183.41445009,"USDT-BTC"
9974.79000001,10066.3,9880.53892081,9954,100.26921288,"2018-03-08T11:00:00",999390.24134662,"USDT-BTC"
9953.99999994,9954.91507003,9679.99999999,9780,179.91980846,"2018-03-08T12:00:00",1758422.75234453,"USDT-BTC"
9780,9865,9640,9859,112.06490968,"2018-03-08T13:00:00",1093983.88754548,"USDT-BTC"
9850,9888,9708.066499,9732.6,83.66993257,"2018-03-08T14:00:00",820419.99953657,"USDT-BTC"
9732.6,9933.805,9732.3,9897,91.02331779,"2018-03-08T15:00:00",896083.19640937,"USDT-BTC"
9897,9897.49,9420,9465.99999999,332.8418782,"2018-03-08T16:00:00",3194048.20441244,"USDT-BTC"
9475.43981938,9497.84,9100,9272.42463627,1109.39240458,"2018-03-08T17:00:00",10262707.71866119,"USDT-BTC"
9272.42463627,9434,9181.55577672,9385,328.79440024,"2018-03-08T18:00:00",3058712.13258771,"USDT-BTC"
9355.02000001,9385,9250.00000002,9340,174.2790008,"2018-03-08T19:00:00",1623324.60865393,"USDT-BTC"
9339.99,9359,9253.00000001,9347,148.67328311,"2018-03-08T20:00:00",1384306.12776348,"USDT-BTC"
9347,9450.99999999,9290,9339,182.51299505,"2018-03-08T21:00:00",1711814.93407264,"USDT-BTC"
9337,9404.18,9200,9239.01000001,173.44601654,"2018-03-08T22:00:00",1611223.20238916,"USDT-BTC"
9250,9400.3729923,9200,9241.06153789,146.32843212,"2018-03-08T23:00:00",1360608.18240708,"USDT-BTC"
9241.06153789,9397.97,9241.06153789,9378,119.10346191,"2018-03-09T00:00:00",1113737.11028455,"USDT-BTC"
9378,9378,8939.23654703,9075,443.76105371,"2018-03-09T01:00:00",4036779.86316212,"USDT-BTC"
9075,9089.99999999,8875,8975.8975,605.60465855,"2018-03-09T02:00:00",5426152.16420017,"USDT-BTC"
8977,9052,8889.10000002,8951.00000002,227.86597088,"2018-03-09T03:00:00",2042370.63754336,"USDT-BTC"
8953.00000001,8970,8600,8661.42774002,738.846926,"2018-03-09T04:00:00",6438725.46497463,"USDT-BTC"
8661.42774002,8850,8437.26466714,8460,716.60350801,"2018-03-09T05:00:00",6156920.04913777,"USDT-BTC"
8473.5441238,8843.99999999,8349,8839.84425985,690.28768193,"2018-03-09T06:00:00",5901028.0544318,"USDT-BTC"
8820.01231155,8850.131646,8630.713,8700.99999982,326.79833976,"2018-03-09T07:00:00",2863071.31539232,"USDT-BTC"
8681.46579784,8820,8604,8680,254.87891401,"2018-03-09T08:00:00",2218308.40273315,"USDT-BTC"
8680,8701.81004085,8400,8511.36000005,333.96199359,"2018-03-09T09:00:00",2858130.46018508,"USDT-BTC"
8530,8780,8471,8751,212.4921617,"2018-03-09T10:00:00",1836992.37078187,"USDT-BTC"
8746.16000002,8975,8654.77476,8930,288.75997091,"2018-03-09T11:00:00",2557599.65590762,"USDT-BTC"
8930,9047,8868,8991.1000002,307.80372897,"2018-03-09T12:00:00",2756299.46585738,"USDT-BTC"
8991.31041492,9029.399899,8800.89000001,8911,232.09685034,"2018-03-09T13:00:00",2071364.71249418,"USDT-BTC"
8919.99999999,9180,8910,9148.99999997,264.39332101,"2018-03-09T14:00:00",2400118.17119895,"USDT-BTC"
9140.70441497,9148.99999997,8900.26000001,8925.00000004,274.77697715,"2018-03-09T15:00:00",2471392.52410776,"USDT-BTC"
8925.00000004,9056,8625.1,8674,397.7933686,"2018-03-09T16:00:00",3493113.91592571,"USDT-BTC"
8675,8838.36723982,8660,8765,221.88449183,"2018-03-09T17:00:00",1946392.13616962,"USDT-BTC"
8760,8943.22300347,8752,8879.99999999,134.40095459,"2018-03-09T18:00:00",1189295.42119707,"USDT-BTC"
8879.99999999,8879.99999999,8650,8751.20188,141.94064427,"2018-03-09T19:00:00",1237184.12901974,"USDT-BTC"
8751.20188,9000,8708.92400017,8940,188.0871757,"2018-03-09T20:00:00",1662029.57807161,"USDT-BTC"
8940,9105,8875.54880002,8970,261.230784,"2018-03-09T21:00:00",2354346.60985659,"USDT-BTC"
8970,9201,8863,9201,262.10613659,"2018-03-09T22:00:00",2387508.44597261,"USDT-BTC"
9204.32522279,9333,9149.025,9240,356.29196169,"2018-03-09T23:00:00",3302631.8360878,"USDT-BTC"
9245,9350,9211,9300.92656369,367.88446649,"2018-03-10T00:00:00",3407490.78076523,"USDT-BTC"
9304,9432,9230,9300,353.50712418,"2018-03-10T01:00:00",3311636.35846047,"USDT-BTC"
9263.05000019,9374.99999997,9182,9284.47977065,152.08271674,"2018-03-10T02:00:00",1410659.8451673,"USDT-BTC"
9300,9300,9086,9265.4209998,170.97379396,"2018-03-10T03:00:00",1568434.87381021,"USDT-BTC"
9231,9340.2125,9172.40000002,9290.88112889,98.61951457,"2018-03-10T04:00:00",916288.27104843,"USDT-BTC"
9290.88112889,9390.99999996,9126.5,9351,82.87684634,"2018-03-10T05:00:00",770885.13306627,"USDT-BTC"
9351,9532,9351,9400,287.17380997,"2018-03-10T06:00:00",2715464.48543323,"USDT-BTC"
9399.9,9459.52914491,9336.999998,9365,131.24791659,"2018-03-10T07:00:00",1232121.76969129,"USDT-BTC"
9365,9434,9330.99999997,9346,85.73433229,"2018-03-10T08:00:00",803798.38101009,"USDT-BTC"
9346,9349.99999999,9220,9251.739,128.41202303,"2018-03-10T09:00:00",1192726.59961463,"USDT-BTC"
9251.739,9351.12488035,9153.00000001,9351.12488035,102.80091744,"2018-03-10T10:00:00",952705.26732923,"USDT-BTC"
9354.0110198,9385.04941061,9168,9360,161.71623426,"2018-03-10T11:00:00",1506503.4509126,"USDT-BTC"
9360,9360,9200.00000001,9289,114.50110076,"2018-03-10T12:00:00",1061792.03541825,"USDT-BTC"
9289,9318,9198.03495941,9279.99999998,57.82997293,"2018-03-10T13:00:00",535084.13578354,"USDT-BTC"
9242,9459.51914491,9242,9421.99999997,273.43684188,"2018-03-10T14:00:00",2571223.47750221,"USDT-BTC"
9421.99999997,9458,9336.00000066,9370.98999975,144.44944662,"2018-03-10T15:00:00",1358734.83018925,"USDT-BTC"
9370.98999975,9399.99999999,9289.926,9398.9999,82.54773491,"2018-03-10T16:00:00",772221.35439688,"USDT-BTC"
9382.45857962,9398.9999,9140.00000001,9140.00000021,188.44374804,"2018-03-10T17:00:00",1737426.08599069,"USDT-BTC"
9140.00000021,9140.00000021,8956,9115,405.03238024,"2018-03-10T18:00:00",3659464.02417986,"USDT-BTC"
9091,9132.98964024,8960,9110,163.763843,"2018-03-10T19:00:00",1480954.21474074,"USDT-BTC"
9110,9135,8810,8810,319.77048752,"2018-03-10T20:00:00",2855479.10265992,"USDT-BTC"
8810,8845,8729,8803.00000001,284.97759989,"2018-03-10T21:00:00",2500325.80606626,"USDT-BTC"
8796,8889,8694,8799,184.05882903,"2018-03-10T22:00:00",1615509.86183888,"USDT-BTC"
8799,8840.10000004,8700,8750.5,67.75321956,"2018-03-10T23:00:00",593856.11013292,"USDT-BTC"
8750.5,8750.5,8454.2384578,8465.00399999,414.15911701,"2018-03-11T00:00:00",3550370.8228138,"USDT-BTC"
8465.00399999,8659.89518246,8465.00399999,8570,155.25534994,"2018-03-11T01:00:00",1334157.62650766,"USDT-BTC"
8570,8745.12347473,8500,8737.99999999,121.36622984,"2018-03-11T02:00:00",1047949.06092336,"USDT-BTC"
8710,8737.99999988,8499.01,8600,143.52269529,"2018-03-11T03:00:00",1233356.57225024,"USDT-BTC"
8608.96418475,8710.6,8577,8635.00000011,45.05548803,"2018-03-11T04:00:00",389821.26466928,"USDT-BTC"
8635.00000011,8845,8600,8845,130.57818928,"2018-03-11T05:00:00",1142617.00086174,"USDT-BTC"
8845,8850,8750,8799,79.7210647,"2018-03-11T06:00:00",701838.31873617,"USDT-BTC"
8799,8800,8615,8691.99999994,110.1382813,"2018-03-11T07:00:00",957939.29676546,"USDT-BTC"
8692.99999993,8800,8692.99999993,8795.1,73.22115245,"2018-03-11T08:00:00",640763.41898689,"USDT-BTC"
8799.99,8799.99999999,8575,8602.72390001,110.18356774,"2018-03-11T09:00:00",955695.91694323,"USDT-BTC"
8639.4,8700.243275,8500.00000001,8700.243275,151.7658214,"2018-03-11T10:00:00",1303454.39921103,"USDT-BTC"
8700.243275,9090.27753006,8619.94094561,9036.01,235.94974388,"2018-03-11T11:00:00",2093457.94638326,"USDT-BTC"
9036.01,9249,9010,9150.20000002,405.84856061,"2018-03-11T12:00:00",3713022.96921812,"USDT-BTC"
9150.10000001,9346.08,9133.83641017,9170.00000001,274.51963119,"2018-03-11T13:00:00",2534758.13413992,"USDT-BTC"
9170.00000001,9291.2157,9140,9190,173.10940572,"2018-03-11T14:00:00",1592624.34145709,"USDT-BTC"
9190,9240,9012.00000002,9036.1210764,168.69370692,"2018-03-11T15:00:00",1539086.95100735,"USDT-BTC"
9040,9250,9040,9200,132.05325411,"2018-03-11T16:00:00",1211488.7370962,"USDT-BTC"
9164.83530668,9650,9145.00000001,9600,700.2366835,"2018-03-11T17:00:00",6616081.98987498,"USDT-BTC"
9599.56149982,9706.2,9521.03727001,9580,320.05096794,"2018-03-11T18:00:00",3073662.39692353,"USDT-BTC"
9580,9710,9525.00000001,9650.5,195.76301662,"2018-03-11T19:00:00",1885494.06097241,"USDT-BTC"
9650.5,9650.5,9460,9596.94489,216.22918882,"2018-03-11T20:00:00",2059876.89191998,"USDT-BTC"
9596.94489,9632.93,9465.00000001,9503.00000001,140.09929571,"2018-03-11T21:00:00",1341342.25181458,"USDT-BTC"
9473.69313131,9700,9473.69313131,9544.91409504,163.60634571,"2018-03-11T22:00:00",1572621.59540028,"USDT-BTC"
9536.20530001,9579.99999999,9460,9554.999999,132.55168877,"2018-03-11T23:00:00",1262529.74765437,"USDT-BTC"
9554.999999,9639.99999999,9541,9587.108,161.49979593,"2018-03-12T00:00:00",1549526.12236415,"USDT-BTC"
9587.108,9700,9481.00000002,9545,114.78765506,"2018-03-12T01:00:00",1103930.51438744,"USDT-BTC"
9540,9650.94802575,9484,9605.99999999,81.76284421,"2018-03-12T02:00:00",779708.71879791,"USDT-BTC"
9561.6,9652.50803393,9363.65012015,9428.20276934,174.50745533,"2018-03-12T03:00:00",1653103.22126856,"USDT-BTC"
9415,9580,9325,9509.7099,140.71690648,"2018-03-12T04:00:00",1325965.06348126,"USDT-BTC"
9509.8099,9600.88567499,9446.27370734,9597.99999999,108.5562344,"2018-03-12T05:00:00",1038197.09663157,"USDT-BTC"
9577.19139048,9693.3685,9510.16243151,9612.83855812,123.8316899,"2018-03-12T06:00:00",1191903.0453695,"USDT-BTC"
9601,9655.99999999,9530,9589,97.01379192,"2018-03-12T07:00:00",931228.10741957,"USDT-BTC"
9599.99,9618,9486.50042272,9550,107.83784997,"2018-03-12T08:00:00",1031140.45515864,"USDT-BTC"
9550,9938.00000001,9538,9803.8,436.44064215,"2018-03-12T09:00:00",4245947.57651659,"USDT-BTC"
9800,9898.98999999,9760.2000001,9815,183.91881448,"2018-03-12T10:00:00",1810920.04865522,"USDT-BTC"
9815,9847,9749,9836.99999997,108.34273218,"2018-03-12T11:00:00",1060862.72539134,"USDT-BTC"
9836.99999997,9846.99999999,9759.36504756,9820.99999991,76.08355257,"2018-03-12T12:00:00",746580.41090698,"USDT-BTC"
9820.99999986,9820.99999986,9716,9802.14999998,118.21751722,"2018-03-12T13:00:00",1155075.22323553,"USDT-BTC"
9775,9799.89999998,9201,9220,772.39235967,"2018-03-12T14:00:00",7288556.26323626,"USDT-BTC"
9250,9364.576,9109.90600001,9199,485.51645164,"2018-03-12T15:00:00",4492674.66773323,"USDT-BTC"
9199,9286.08576485,9003.9999753,9190,419.87669016,"2018-03-12T16:00:00",3837395.07805969,"USDT-BTC"
9190,9336.82995107,9050.00000001,9191,255.69858322,"2018-03-12T17:00:00",2351469.98149924,"USDT-BTC"
9191,9255,9130,9203.62054641,107.15656237,"2018-03-12T18:00:00",984305.01866394,"USDT-BTC"
9202.62054642,9202.62054642,8851.00000001,8904,421.60504712,"2018-03-12T19:00:00",3780403.43424808,"USDT-BTC"
8904,9050,8800.5,9010.2,283.47706585,"2018-03-12T20:00:00",2529654.1107664,"USDT-BTC"
9009.1,9120,8950.01,9090,130.04095023,"2018-03-12T21:00:00",1173583.35127814,"USDT-BTC"
9090,9187.59024761,9000,9074.49999997,204.58199524,"2018-03-12T22:00:00",1862280.68053747,"USDT-BTC"
9074.49999998,9240,9065.00000001,9100,80.19074527,"2018-03-12T23:00:00",734014.17880432,"USDT-BTC"
9150.38699996,9249,9061,9240,70.61322756,"2018-03-13T00:00:00",648048.26138709,"USDT-BTC"
9240,9244.99999996,9060.00000001,9066.99999999,70.48499549,"2018-03-13T01:00:00",646971.39217843,"USDT-BTC"
9066.99999999,9181,9056.00000001,9100,63.46076241,"2018-03-13T02:00:00",578124.77484272,"USDT-BTC"
9100,9170,8956,9050,98.65277987,"2018-03-13T03:00:00",891244.11318361,"USDT-BTC"
9050,9419.23798009,9050,9363.65414846,253.42999774,"2018-03-13T04:00:00",2358169.5766693,"USDT-BTC"
9363.65414846,9385,9285.00000004,9360,107.80588998,"2018-03-13T05:00:00",1006495.84606749,"USDT-BTC"
9358.99999998,9448.00000001,9300.00000002,9333,115.71186903,"2018-03-13T06:00:00",1086289.98033313,"USDT-BTC"
9350,9393.81289506,9101.63686957,9197.99899998,144.604865,"2018-03-13T07:00:00",1332801.17293594,"USDT-BTC"
9197.99899998,9207,9050,9175,116.66726262,"2018-03-13T08:00:00",1065829.48140517,"USDT-BTC"
9165.50100001,9350,9133,9231.00000003,91.04393323,"2018-03-13T09:00:00",843668.55615042,"USDT-BTC"
9232.00000006,9299.999,8900,8903.01000008,264.07211878,"2018-03-13T10:00:00",2393401.37161662,"USDT-BTC"
8903.01000008,9082.8011196,8844.432,9077.94789563,212.15912929,"2018-03-13T11:00:00",1901611.37360571,"USDT-BTC"
9077.94789563,9077.94789563,8849.641,8898,547.58498401,"2018-03-13T12:00:00",4884772.30466197,"USDT-BTC"
8909.81813417,9220.27764,8898,9115.5119,278.39836957,"2018-03-13T13:00:00",2530709.68220609,"USDT-BTC"
9115.5119,9166.91850002,9002,9056.9,166.13656131,"2018-03-13T14:00:00",1505770.27042874,"USDT-BTC"
9056.9,9095,8950,9079.99999998,118.22107729,"2018-03-13T15:00:00",1065922.15039514,"USDT-BTC"
9077.9,9294,8955.2,9200,327.94848238,"2018-03-13T16:00:00",2983120.7486035,"USDT-BTC"
9200,9265,9080,9080,187.96690403,"2018-03-13T17:00:00",1721642.43307147,"USDT-BTC"
9078.47720234,9180,9051,9179.99999999,41.43113861,"2018-03-13T18:00:00",377245.44403002,"USDT-BTC"
9180,9200.975,9000.00000001,9035,92.51842957,"2018-03-13T19:00:00",838981.78051374,"USDT-BTC"
9058,9190,9008.0000002,9015.00000003,92.74734823,"2018-03-13T20:00:00",843258.2677867,"USDT-BTC"
9025,9145.15339994,9015.00000003,9066.01,50.12233394,"2018-03-13T21:00:00",455138.889242,"USDT-BTC"
9078.005,9232.97771999,9066.06000001,9150,104.11705067,"2018-03-13T22:00:00",953445.24317449,"USDT-BTC"
9150,9227.65996542,9090.00000004,9135.05000002,36.81059999,"2018-03-13T23:00:00",337381.33087716,"USDT-BTC"
9135.05000002,9332,9130,9317,106.28439829,"2018-03-14T00:00:00",983477.02160925,"USDT-BTC"
9317,9319.99999999,9218.67500001,9262.12959989,59.61680731,"2018-03-14T01:00:00",552487.7638056,"USDT-BTC"
