"O","H","L","C","V","T","BV","market"
738.34380852,749,723,739,2029.94104201,"2018-03-07T17:00:00",1498129.48109716,"USDT-ETH"
739,749,736.26600019,743,592.1774286,"2018-03-07T18:00:00",439434.35498164,"USDT-ETH"
743,743,733.31097175,740.87855739,378.8097982,"2018-03-07T19:00:00",279830.93662081,"USDT-ETH"
740.87855739,742.99,736.6,736.6,152.62946284,"2018-03-07T20:00:00",112874.16617216,"USDT-ETH"
737.6,749.87855739,737.17,749.87855739,149.83404706,"2018-03-07T21:00:00",111778.34617613,"USDT-ETH"
749.87855739,770.20271999,749.87855739,751.5,664.52265863,"2018-03-07T22:00:00",508887.16128788,"USDT-ETH"
754,754,744.59285736,749.9041866,144.03077016,"2018-03-07T23:00:00",108111.34508401,"USDT-ETH"
749.9041866,761.34779995,741.00000001,755.33264976,96.9940479,"2018-03-08T00:00:00",73246.01036202,"USDT-ETH"
758.35714704,762.50814364,750,750.276562,106.94620821,"2018-03-08T01:00:00",81144.83017171,"USDT-ETH"
750.276562,752,736.6,736.66097666,237.11636966,"2018-03-08T02:00:00",175777.5657314,"USDT-ETH"
738.26247908,741.592,733.9717,733.9717,135.15037229,"2018-03-08T03:00:00",99801.15410947,"USDT-ETH"
733.9717,744.586965,730.17125139,744.4041192,311.56987374,"2018-03-08T04:00:00",229311.79866039,"USDT-ETH"
744.99999999,746.9,740.58845,746.88999999,77.98234284,"2018-03-08T05:00:00",58035.32235066,"USDT-ETH"
744.7978,747,743.54661155,745,32.49553502,"2018-03-08T06:00:00",24230.27494138,"USDT-ETH"
745,759.34515999,743.90407,755,94.75430497,"2018-03-08T07:00:00",71223.13465175,"USDT-ETH"
756.00000001,760,754,759.99999997,58.11516177,"2018-03-08T08:00:00",44021.49573327,"USDT-ETH"
759.99999994,772.55354999,759.99,767.13987401,145.55208978,"2018-03-08T09:00:00",111928.6500551,"USDT-ETH"
766.95119385,773.52999999,762.69,769.88015965,48.39809136,"2018-03-08T10:00:00",37171.9076189,"USDT-ETH"
761.91628588,769.99899967,760,763.16308749,89.88381338,"2018-03-08T11:00:00",68600.32418978,"USDT-ETH"
762.32617499,765,740.24400002,745,319.90139476,"2018-03-08T12:00:00",240248.09630504,"USDT-ETH"
744.70500002,750.59282836,736.21,746.2,75.94682726,"2018-03-08T13:00:00",56359.94246535,"USDT-ETH"
750,752.04307429,740.04,740.04574404,116.83861428,"2018-03-08T14:00:00",86767.69162671,"USDT-ETH"
740.04574404,753,739,749.9,233.53993583,"2018-03-08T15:00:00",173784.12156344,"USDT-ETH"
750,750,715,716.42607387,1390.06957487,"2018-03-08T16:00:00",1009941.9376571,"USDT-ETH"
716.42607387,716.80240567,698.5,705.00000005,2356.89133462,"2018-03-08T17:00:00",1660940.30084596,"USDT-ETH"
705.00000003,717.63999997,701,714,232.90998771,"2018-03-08T18:00:00",164746.62601363,"USDT-ETH"
713.95525677,714.99999999,705.64000025,709.62111501,155.26935762,"2018-03-08T19:00:00",110590.14248447,"USDT-ETH"
712.0105575,714.4,704,706.99999999,314.22143178,"2018-03-08T20:00:00",221697.62174429,"USDT-ETH"
706.99999999,713.68029677,702.5,702.5,280.58630562,"2018-03-08T21:00:00",198481.05612426,"USDT-ETH"
702.5,703.90114247,685.13568691,687.77500004,675.80234684,"2018-03-08T22:00:00",467659.28333397,"USDT-ETH"
693.99999967,704.0025,689.535,699.57,108.79682368,"2018-03-08T23:00:00",76028.55436024,"USDT-ETH"
699.58049997,704.96930555,697.363815,702.61209097,86.26893051,"2018-03-09T00:00:00",60535.93360953,"USDT-ETH"
704.969,704.96930554,678.18181823,681,357.75119404,"2018-03-09T01:00:00",247711.13668778,"USDT-ETH"
684.98999999,685.19368323,665.000002,673.08732509,789.72447687,"2018-03-09T02:00:00",530540.53089602,"USDT-ETH"
673.08732509,680.2992,665.97340001,680.01589991,285.66859503,"2018-03-09T03:00:00",191753.43683446,"USDT-ETH"
680.01589991,680.01589991,656,660,657.79200345,"2018-03-09T04:00:00",435534.64931474,"USDT-ETH"
658.8,666.55264602,643.10000001,648.8946489,974.53124836,"2018-03-09T05:00:00",634410.96486284,"USDT-ETH"
651.602655,675.58102228,641,675.58102228,574.16912818,"2018-03-09T06:00:00",376307.34128036,"USDT-ETH"
675.58102228,690.1,667.09551003,674,3063.42531189,"2018-03-09T07:00:00",2080905.74997459,"USDT-ETH"
674.25305333,681.0186497,660.34549663,668.89999998,327.67341725,"2018-03-09T08:00:00",219776.81105367,"USDT-ETH"
667.97356749,670.98099997,651.4932118,660.77004465,196.27999643,"2018-03-09T09:00:00",130120.2793498,"USDT-ETH"
656.79348877,673.25314825,651.49386352,673.25314825,314.98142971,"2018-03-09T10:00:00",210551.92136258,"USDT-ETH"
673.07946954,686.59666511,666.29500001,686.59666511,243.3341853,"2018-03-09T11:00:00",165134.72782371,"USDT-ETH"
686.32202645,697.53499999,683,694.22088915,136.9316292,"2018-03-09T12:00:00",94164.65774628,"USDT-ETH"
696.99892483,697.45691499,679.72844535,690.41594518,224.21164081,"2018-03-09T13:00:00",154309.43356037,"USDT-ETH"
690.41594518,709.63404861,688.74485166,709.63404861,355.75384613,"2018-03-09T14:00:00",248761.13045294,"USDT-ETH"
709.34048601,710,689.648554,697.9999,776.54138233,"2018-03-09T15:00:00",540943.48806824,"USDT-ETH"
697.9999,704,676.89000001,681.93234634,1459.59161517,"2018-03-09T16:00:00",1003215.45894863,"USDT-ETH"
681.93234634,695.95313464,680,689.00616791,207.39800901,"2018-03-09T17:00:00",142553.36200756,"USDT-ETH"
689.00616791,699.30064166,686.08235,695,168.02097656,"2018-03-09T18:00:00",116017.08443003,"USDT-ETH"
697,698.02899999,675,682.67500866,287.26836664,"2018-03-09T19:00:00",196428.36766877,"USDT-ETH"
684.31506806,699.00933431,682.41924845,698.96241999,75.07016133,"2018-03-09T20:00:00",51805.5059799,"USDT-ETH"
693.99,702.89537264,682.65,697.20698668,2538.97850013,"2018-03-09T21:00:00",1748607.24869324,"USDT-ETH"
697.20698668,709.03628998,692.00068963,709.03628998,170.88175244,"2018-03-09T22:00:00",120001.00502313,"USDT-ETH"
709.03628998,729.99999999,707.4344954,726,445.997845,"2018-03-09T23:00:00",320552.62464468,"USDT-ETH"
720.50500035,737.06971057,720.50500035,734,142.22178982,"2018-03-10T00:00:00",103992.207031,"USDT-ETH"
734.00000001,744.8,728.22720007,741.15010761,158.44338325,"2018-03-10T01:00:00",117148.62154878,"USDT-ETH"
741.15010761,744.29999999,728.65327071,736.29999996,171.38915465,"2018-03-10T02:00:00",126411.50181156,"USDT-ETH"
736.39999997,737.49999999,721,729,301.87945665,"2018-03-10T03:00:00",220025.92918431,"USDT-ETH"
729,741.3336,725.77123,733.36651039,331.23254001,"2018-03-10T04:00:00",242536.69437242,"USDT-ETH"
733.36651039,736.53953994,724.12406758,734,168.42432462,"2018-03-10T05:00:00",123289.61693968,"USDT-ETH"
734,744,732.75975003,738.47840703,87.88481719,"2018-03-10T06:00:00",65107.11215062,"USDT-ETH"
738.47840703,740.84899997,726.69863092,734.5,186.79354867,"2018-03-10T07:00:00",137256.80235517,"USDT-ETH"
734.49999995,735,729,731.1,44.94220617,"2018-03-10T08:00:00",32926.4710759,"USDT-ETH"
731,734.79999972,722.00000014,725.5,232.75691145,"2018-03-10T09:00:00",169466.77659249,"USDT-ETH"
725.5,726.89088,715.00000009,725,238.5855464,"2018-03-10T10:00:00",171608.31338192,"USDT-ETH"
725,732.32,725,730,88.39540976,"2018-03-10T11:00:00",64358.96493538,"USDT-ETH"
730,730.199,722,726.62078789,141.57562527,"2018-03-10T12:00:00",102721.41697524,"USDT-ETH"
726.62078789,726.62078789,720.9321471,724.271435,80.10067515,"2018-03-10T13:00:00",57981.02252151,"USDT-ETH"
724.271435,738.99999999,722.03728346,735.88675195,150.27062895,"2018-03-10T14:00:00",110534.67261576,"USDT-ETH"
737,740,729.61542503,733.61462333,147.48003099,"2018-03-10T15:00:00",108797.13553485,"USDT-ETH"
733.61462331,735.99999997,729.17637832,734,33.39719136,"2018-03-10T16:00:00",24513.72580334,"USDT-ETH"
734,734,714,715.08,115.81534277,"2018-03-10T17:00:00",84168.1903381,"USDT-ETH"
715.08,715.08,701.5,713.81519965,257.16405751,"2018-03-10T18:00:00",182433.0705788,"USDT-ETH"
713.81519965,713.81519965,701.701445,711,182.15835258,"2018-03-10T19:00:00",128699.767765,"USDT-ETH"
711,711,688,688.58793643,375.30738332,"2018-03-10T20:00:00",262711.37853331,"USDT-ETH"
688.58793643,688.58793643,677.777,677.777,202.17478108,"2018-03-10T21:00:00",137736.21568715,"USDT-ETH"
680.79229308,691.6966999,675.06496375,690.99999997,123.83447036,"2018-03-10T22:00:00",84764.67359796,"USDT-ETH"
684.93857569,689.62370707,680.20157455,680.96305271,120.32023682,"2018-03-10T23:00:00",82154.21984248,"USDT-ETH"
683.83457106,683.83457106,660.30064168,662.8,429.55310058,"2018-03-11T00:00:00",285283.84401938,"USDT-ETH"
661.9900001,680.13542394,661.99,671.32499999,179.42496569,"2018-03-11T01:00:00",121163.22551063,"USDT-ETH"
671.625,682.94561652,669.89285,677.10745004,176.86157721,"2018-03-11T02:00:00",119814.30393636,"USDT-ETH"
680,684.38497777,669.5,675,135.53247824,"2018-03-11T03:00:00",91882.3753274,"USDT-ETH"
679.5163174,685,675,682,363.84136209,"2018-03-11T04:00:00",248888.46441814,"USDT-ETH"
682,694.16786419,679,694.16786412,141.95276531,"2018-03-11T05:00:00",97256.55781796,"USDT-ETH"
694.16786412,695,691.81394009,692.1368,42.01778637,"2018-03-11T06:00:00",29146.48341735,"USDT-ETH"
692.2203,693.20250832,683.82959352,683.82959352,51.01580781,"2018-03-11T07:00:00",35164.48756725,"USDT-ETH"
687.00941389,693.53600332,685.41399599,691.99,71.41491609,"2018-03-11T08:00:00",49357.94952405,"USDT-ETH"
691.99,693.53600332,682.8732838,683.96670216,69.83632596,"2018-03-11T09:00:00",48155.16108091,"USDT-ETH"
684,689.36057996,678.54143485,689.01945999,103.98664622,"2018-03-11T10:00:00",71145.96522991,"USDT-ETH"
689.36058,707,681.15278359,707,257.30204513,"2018-03-11T11:00:00",178143.98690571,"USDT-ETH"
707,718.9,706,710,117.23949097,"2018-03-11T12:00:00",83603.59740247,"USDT-ETH"
714.46204988,719.89,706.550665,710.10085925,207.3470068,"2018-03-11T13:00:00",148266.80006027,"USDT-ETH"
713.01669497,718.58305568,705.34372443,715.39479999,201.80504457,"2018-03-11T14:00:00",143757.00037416,"USDT-ETH"
713.2576604,716.14073551,697.14073551,698,193.89962848,"2018-03-11T15:00:00",136963.30571891,"USDT-ETH"
698,711,697.69855965,710,303.04827235,"2018-03-11T16:00:00",213484.74479346,"USDT-ETH"
710,732.96,708.668842,730,195.43760248,"2018-03-11T17:00:00",140718.7404395,"USDT-ETH"
730,734.70525,722.00000004,728,146.84274097,"2018-03-11T18:00:00",107260.19132809,"USDT-ETH"
728,734,723,732.13230237,169.54455834,"2018-03-11T19:00:00",123389.57053966,"USDT-ETH"
725.60000001,727.17743641,713.1020001,726.59581086,243.63180024,"2018-03-11T20:00:00",174930.51527028,"USDT-ETH"
726.19124377,726.19124377,719.05,723.99999996,61.79571167,"2018-03-11T21:00:00",44717.8684819,"USDT-ETH"
719.06,727.6903,717.30680401,723.00000001,177.31982618,"2018-03-11T22:00:00",128497.02392735,"USDT-ETH"
721.00000003,725.99899998,715.10865654,722.46543277,67.51315967,"2018-03-11T23:00:00",48634.95197895,"USDT-ETH"
723.4593,727.50301721,720.03175011,725.76074218,33.94100395,"2018-03-12T00:00:00",24587.02587489,"USDT-ETH"
725.76074218,729.99999999,721.00000002,725.58989999,56.50375499,"2018-03-12T01:00:00",41059.7445244,"USDT-ETH"
721.5,725.75074218,721.392225,725.59999999,16.68372472,"2018-03-12T02:00:00",12085.13029767,"USDT-ETH"
725,725.59999999,712.26,715.36074218,132.17258518,"2018-03-12T03:00:00",95054.10436827,"USDT-ETH"
715.36074218,752.40285714,712.26,724.5,687.63267781,"2018-03-12T04:00:00",499158.77266516,"USDT-ETH"
724.49999999,728.29999886,717.001,724.5,130.28451398,"2018-03-12T05:00:00",94447.54800003,"USDT-ETH"
725.60739798,731.75528109,722.57208397,729.23803248,102.17576061,"2018-03-12T06:00:00",74348.6168306,"USDT-ETH"
729.23803247,729.23803247,720.19095001,727,57.67875136,"2018-03-12T07:00:00",41819.28658246,"USDT-ETH"
727,727.99999999,722,725.70959999,76.64409494,"2018-03-12T08:00:00",55573.99677199,"USDT-ETH"
725.70959999,740,721,736,98.42889123,"2018-03-12T09:00:00",71877.70058547,"USDT-ETH"
738,741.55934981,731,736,87.29766088,"2018-03-12T10:00:00",64372.60735107,"USDT-ETH"
735,737.25166991,730.8,737.25166991,120.61658663,"2018-03-12T11:00:00",88598.92528497,"USDT-ETH"
736.27857685,739,733,735,47.40502276,"2018-03-12T12:00:00",34931.05911785,"USDT-ETH"
737.66961999,737.66961999,723.53664087,731.59,117.35595908,"2018-03-12T13:00:00",85616.93147821,"USDT-ETH"
731.59,731.73044999,698.00000001,698.00000001,498.39071594,"2018-03-12T14:00:00",353899.14368119,"USDT-ETH"
697.67803128,706.00599995,691.398929,693,268.89237679,"2018-03-12T15:00:00",187649.24090743,"USDT-ETH"
693,702.33999999,686,699.36285384,257.42260361,"2018-03-12T16:00:00",178399.15138803,"USDT-ETH"
699.36285384,705.32035797,689.77099371,697.29373013,88.78291732,"2018-03-12T17:00:00",61953.16408876,"USDT-ETH"
699,700,694,696.48010001,29.49395908,"2018-03-12T18:00:00",20577.99181504,"USDT-ETH"
696.48010001,696.48010001,673,682.45065,473.0380347,"2018-03-12T19:00:00",322175.86578097,"USDT-ETH"
682.45065,696.35861139,678.51,693.86204998,114.71515979,"2018-03-12T20:00:00",78373.89812355,"USDT-ETH"
693.86204998,695.80799999,685.20000002,695.80799999,44.47094576,"2018-03-12T21:00:00",30811.98223359,"USDT-ETH"
695.80799999,699,688.00000001,690,73.15183865,"2018-03-12T22:00:00",50897.97910058,"USDT-ETH"
694.99999998,700,693.14100001,695.69499999,40.8808704,"2018-03-12T23:00:00",28498.10041466,"USDT-ETH"
699.99999998,703.99899999,693.80100001,703.49999999,34.65900947,"2018-03-13T00:00:00",24221.44028047,"USDT-ETH"
703.49999999,705.10135007,693.9,693.9,37.02627954,"2018-03-13T01:00:00",26011.34504369,"USDT-ETH"
693.9,702.40178575,691.25600088,695,57.71501932,"2018-03-13T02:00:00",40188.5807284,"USDT-ETH"
697.58602811,697.58602811,687.50512665,694.41740141,79.8871159,"2018-03-13T03:00:00",55243.62651708,"USDT-ETH"
696,713.74506236,696,709.2256,152.17219533,"2018-03-13T04:00:00",107532.45668118,"USDT-ETH"
709.80000001,711.53479805,705.28635841,709.90071282,30.72084577,"2018-03-13T05:00:00",21747.5388257,"USDT-ETH"
709.90071282,712.59,707.06110997,708.2,84.00987117,"2018-03-13T06:00:00",59740.91189393,"USDT-ETH"
705.28635843,708.19,694.00158485,697.32585001,100.74842112,"2018-03-13T07:00:00",70580.47683975,"USDT-ETH"
701.49999999,701.52014999,693.88986854,700.66007478,36.56378898,"2018-03-13T08:00:00",25561.82029747,"USDT-ETH"
700.65007478,708.8,693.72395002,702.40112049,135.95588801,"2018-03-13T09:00:00",95161.96753729,"USDT-ETH"
702.40112049,706.983,684.5,684.5,122.13908758,"2018-03-13T10:00:00",84854.14923635,"USDT-ETH"
685,695.95456491,684.23978001,695.46246223,42.70815617,"2018-03-13T11:00:00",29421.53917533,"USDT-ETH"
695.95456491,697.40239157,683.61969313,685,170.15072581,"2018-03-13T12:00:00",117648.98769763,"USDT-ETH"
685,697,683.80380001,686.72300003,44.0221247,"2018-03-13T13:00:00",30368.18763272,"USDT-ETH"
687.88,692,684.5,690,118.19544221,"2018-03-13T14:00:00",81346.85806802,"USDT-ETH"
689,689,680,686.8,228.15190799,"2018-03-13T15:00:00",156077.39267753,"USDT-ETH"
687.89999991,697,681.6,695,1047.63923515,"2018-03-13T16:00:00",718763.61635985,"USDT-ETH"
693.808925,697,690.00000004,690.41800679,29.42655967,"2018-03-13T17:00:00",20382.87825181,"USDT-ETH"
690.00000004,690.41800679,683,685.0099995,31.95244365,"2018-03-13T18:00:00",21924.84393869,"USDT-ETH"
685.0099995,689.06326439,680.23,681.30916937,192.74898922,"2018-03-13T19:00:00",131871.98291738,"USDT-ETH"
681.5,689.45009999,680.01,681.0792182,99.66652341,"2018-03-13T20:00:00",68065.40902058,"USDT-ETH"
682.38494998,687.30665373,680.01,684.5,78.43998035,"2018-03-13T21:00:00",53689.66166772,"USDT-ETH"
686.62899999,691.99999996,684.5,688,101.45088681,"2018-03-13T22:00:00",69696.42358722,"USDT-ETH"
688,690.00326599,688,688.1,169.91058173,"2018-03-13T23:00:00",116967.39572068,"USDT-ETH"
688,700,688,696.50000001,481.26343432,"2018-03-14T00:00:00",332682.20005729,"USDT-ETH"
700,702,698.349,702,146.70202582,"2018-03-14T01:00:00",102619.78679932,"USDT-ETH"
701.99999999,704.48804775,698.5696003,704.48804775,43.37146886,"2018-03-14T02:00:00",30498.77858316,"USDT-ETH"
704.28389999,704.44599999,698,700,89.04000515,"2018-03-14T03:00:00",62525.80957165,"USDT-ETH"
700,700,688.67905011,688.67905011,86.43012562,"2018-03-14T04:00:00",59851.83903496,"USDT-ETH"
690,694.96599999,688.67905011,694.46504999,164.50557933,"2018-03-14T05:00:00",114103.08223663,"USDT-ETH"
694.46504999,694.99999999,690.006,692.52823403,79.01104407,"2018-03-14T06:00:00",54649.82593761,"USDT-ETH"
692.52001,692.52823403,690.007,691.95,50.93393838,"2018-03-14T07:00:00",35181.9945446,"USDT-ETH"
690.97849999,692.52823403,690.009,690.509,23.61033778,"2018-03-14T08:00:00",16320.38600394,"USDT-ETH"
692.52823403,692.52823403,673.6202315,673.6202315,318.38563783,"2018-03-14T09:00:00",218718.69465627,"USDT-ETH"
673.6202315,678.4103283,661.987429,665.00000002,873.51655959,"2018-03-14T10:00:00",585396.81925673,"USDT-ETH"
665.00000002,667.74209999,655.3,655.3,457.66522204,"2018-03-14T11:00:00",302225.68901039,"USDT-ETH"
657.53506507,659.41064998,650,655.1,443.65023938,"2018-03-14T12:00:00",289592.25967868,"USDT-ETH"
656,656.257,650,656.257,118.799857,"2018-03-14T13:00:00",77516.52957959,"USDT-ETH"
656.257,663.27514089,651.18770011,657.00000001,149.87336821,"2018-03-14T14:00:00",98786.22227191,"USDT-ETH"
660,660,650.1,651.90226291,195.41571173,"2018-03-14T15:00:00",127408.44096883,"USDT-ETH"
651,654.86799999,627.00000001,628.53772868,868.87173492,"2018-03-14T16:00:00",555826.80862083,"USDT-ETH"
630.1,631.00611203,615.28000001,620.12465272,921.7676194,"2018-03-14T17:00:00",574347.26168586,"USDT-ETH"
621,622.92914999,611.73007,613.6007894,519.46550222,"2018-03-14T18:00:00",319593.83225003,"USDT-ETH"
613.48425097,620.99799999,612.40774682,613.81982086,195.40059814,"2018-03-14T19:00:00",120585.82553073,"USDT-ETH"
613.81982085,619.34679725,611.56,614.85,183.7289397,"2018-03-14T20:00:00",112792.17294493,"USDT-ETH"
614.61607336,614.61607336,581.00000001,587.02000001,1080.55803207,"2018-03-14T21:00:00",643174.6406507,"USDT-ETH"
588.78105999,612.229,585.83312323,600,1459.6609693,"2018-03-14T22:00:00",876224.1769558,"USDT-ETH"
600,614.67809999,597.80206542,610,285.68515307,"2018-03-14T23:00:00",173915.42535368,"USDT-ETH"
612,615,596.59900001,600,298.59819992,"2018-03-15T00:00:00",181840.11240139,"USDT-ETH"
597,608.14492926,596.59883524,600.67733263,140.80849532,"2018-03-15T01:00:00",84785.14917931,"USDT-ETH"
603.965,604.53765,570,570,1341.32453317,"2018-03-15T02:00:00",785076.44179577,"USDT-ETH"
570,590.74209324,570,580,919.5007367,"2018-03-15T03:00:00",535335.76076261,"USDT-ETH"
580,592.53573613,577.07900055,588.23,165.91639251,"2018-03-15T04:00:00",96835.36920652,"USDT-ETH"
588.23,592.53573613,577.22950417,580,290.18675764,"2018-03-15T05:00:00",169359.34774595,"USDT-ETH"
580,586.99999999,572.00100004,584.48,225.23355033,"2018-03-15T06:00:00",130104.66685652,"USDT-ETH"
583.661728,594.68255796,583.661728,592.92337195,213.63765648,"2018-03-15T07:00:00",126185.23541361,"USDT-ETH"
590.81337195,613,585.71000001,608.49999998,507.25001276,"2018-03-15T08:00:00",305829.71561896,"USDT-ETH"
609.99999998,619.23537999,606.99999999,615.000001,514.16254984,"2018-03-15T09:00:00",315103.78704651,"USDT-ETH"
614.23125002,620,602.115,604.48347408,433.79336834,"2018-03-15T10:00:00",265171.55829011,"USDT-ETH"
604.48347414,618.68743,604.48347414,613.34438128,167.966247,"2018-03-15T11:00:00",102906.6276993,"USDT-ETH"
615.34438128,619,598.321,608.99599999,332.5806327,"2018-03-15T12:00:00",201624.92761205,"USDT-ETH"
608.99999999,620.99999981,605,616.6225504,240.78878494,"2018-03-15T13:00:00",147003.29702513,"USDT-ETH"
616.62255041,621.94377347,611.67712002,617.01605974,442.14543535,"2018-03-15T14:00:00",273765.10707937,"USDT-ETH"
615.25664737,615.25664737,585.5,596.73135,708.53856761,"2018-03-15T15:00:00",421600.92694777,"USDT-ETH"
599.289,600,587.546,599,205.96815904,"2018-03-15T16:00:00",122411.98096902,"USDT-ETH"
599,607.69889284,596.99005001,601,104.04010154,"2018-03-15T17:00:00",62525.8945125,"USDT-ETH"
601,605.55997874,595.00000002,599,146.00083375,"2018-03-15T18:00:00",87990.37188916,"USDT-ETH"
598.59999999,607,597.71394852,601,178.61118196,"2018-03-15T19:00:00",107816.94648113,"USDT-ETH"
597.9530356,604.49999999,597.74078026,604.49999999,149.76908286,"2018-03-15T20:00:00",90043.16460731,"USDT-ETH"
604.49999999,610,600.26072203,610,26.52065968,"2018-03-15T21:00:00",16096.65742002,"USDT-ETH"
609.99999999,614.37699998,605.28854801,612,235.79776662,"2018-03-15T22:00:00",143946.52226181,"USDT-ETH"
612,614.37699997,607.64650001,609.84559961,51.63510808,"2018-03-15T23:00:00",31596.92427597,"USDT-ETH"
609.84559961,614.37699997,595,596.99999999,195.92871656,"2018-03-16T00:00:00",118662.2821034,"USDT-ETH"
596.99999999,599.45800654,585,585,207.81713018,"2018-03-16T01:00:00",123141.16473735,"USDT-ETH"
589.14457782,602.13264721,585.00000018,602.13264721,104.45327302,"2018-03-16T02:00:00",62234.35066535,"USDT-ETH"
